Song_title,Release_year,Duration_in_seconds,artist_name,Playlist_name,processed_lyrics
Cupid - Twin Ver.,2023,174,FIFTY FIFTY,Today’s Top Hits,contributorscupid twin ver sped version lalala lalala lalala hopeless romantic life surrounded couples time guess take sign feelin lonely wish id find lover could hold crying room skeptical love still want gave second chance cupid left feelin stupid way makes feel love isnt real cupid dumb look arrows every day guess lost flew away waiting around waste counting days since november loving good say might also like lonely wish id find lover could hold crying room skeptical love still want gave second chance cupid left feelin stupid way makes feel love isnt real cupid dumb hopeless girl seeking someone share feeling fool fool love fool love gave second chance cupid left feelin stupid way makes feel love isnt real cupid dumb gave second chance cupid left feelin stupid way makes feel love isnt real cupid dumb embed
Flowers,2023,200,Miley Cyrus,Today’s Top Hits,indonesiaفارسیflowers good gold kinda dream sold right til werent built home watched burn didnt leave didnt lie started cry remembered buy flowers write name sand talk hours say things understand take dancing hold hand love better love better love better baby love better love better baby paint nails cherryred match roses left remorse regret forgive every word said might also like didnt leave baby didnt fight started cry remembered buy flowers write name sand talk hours say things understand take dancing hold hand love better love better love better baby love better love better baby love better love better baby love better didnt leave didnt fight started cry remembered buy flowers write name sand talk hours say things understand take dancing hold hand love better love better love better love better baby love better love better baby love better love better baby love better i33embed
Boy's a liar Pt. 2,2023,131,PinkPantheress,Today’s Top Hits,liar pt take look inside heart room wont hold breath till get one knee want hold looking good enough ever feel would ever picture us every time pull hair well fear youll find ugly one day youll disappear whats point crying nеver even lovе ever want ever good enough thethe boys liar boys liar doesnt see looking boy boys liar boys liar doesnt see looking boy might also like good enooough good enooough good enooough good enooough good enooough good enooough good enooough good enooough say good enough grabbin duhduhduh thinkin shit shouldntve tell one makin fun girl bum like boy cap sayin home like bet blowin back thinkin cause fat callin phone like yo send pin duckin shit cause hit respond sleep enough without eat enough without speak mean like sneaky shit thethe boys liar boys liar doesnt see looking boy boys liar boys liar doesnt see looking boy good enooough good enooough good enooough good enooough good enooough good enooough good enooough good enooough24embed
Single Soon,2023,171,Selena Gomez,Today’s Top Hits,soon phone leave little note pocket coat maybe disappear see tear weekends almost pickin dress tryin shoes cause single soon single soon hell mess break news single soon single soon date stay late pickin dress tryin shoes causе single soon singlе soon might also like little high maintenance worth try might give reason lot fun time find another one blame feelin young pickin dress tryin shoes cause single soon single soon hell mess break news single soon single soon date stay late pickin dress tryin shoes cause single soon single soon single soon single soon single soon single soon pickin dress tryin shoes cause single soon single soon hell mess break news single soon single soon date stay late pickin dress tryin shoes cause single soon single soon well whos next7embed
Say Yes To Heaven,2023,209,Lana Del Rey,Today’s Top Hits,yes heaven dance dance dance anyway give peace chance let fear fall away eye eye say yes heaven say yes say yes heaven say yes go stay come back right like barge sea storm stay clear cause mind mind might also like say yes heaven say yes say yes heaven say yes dance dance put red dress get fight fight doesnt matter gone mind mind say yes heaven say yes say yes heaven say yes eye eye eye eye you31embed
You & Me,2023,179,JENNIE,Today’s Top Hits,gotcha like nobody back like way love say everything everything everything wish makes feel alright saying really like nothin world make feel way things really like nothin world make feel way things love dancing moonlight nobody see tonight love dancing moonlight nobody see tonight might also like look look ever ever find someone like look look mе ever evеr find someone like reason heart skips drops little touch world stops finally mine fall play game love ohehoh nowhere hide really like nothing world make feel way things really like nothing world make feel way things love dancing moonlight nobody see tonight love dancing moonlight nobody see tonight look look ever ever find someone like look look ever ever find someone like care first love last one nothin like last one look better thats fashion wont block shots lights camera action never love love thing every petal better tell better change love love lot wait one love better better saying love me3embed
Sprinter,2023,229,Dave,Today’s Top Hits,mandem inconsiderate fivestar hotel smokin cigarette mixin codeine phenergan thick get thin drinkin apple cider vinegar wearin skim cause kim alright bad stop actin innocent generational wealth year millions whip couldve tokyo drift cause fast furious went toyota yaris urus chance blew gyal uterus fuck rich lets take look diamonds wrong life squintin stare bae thick thin already thick halfway brown bad couldnt change mind halfway one hundred meters huh put nine gyal sprinter one hundred eaters wont fit one suv nah sos somebody rescue many gyal manymany gyal last next two weeks huh alright like send address please might also like suv outside white inside brown like michael jack time man build line trap spend like even like stack pistol came irish ferry let go sound like tap dance way ball yellow ref haffa give black card doin rap man couldnt sell show years doin cap sprinter two gyal van inter two man milan heard one tings datin diddy need twenty percent whatever bags outside head hands told name cench said one birth certificate boyfriend ran diamond test cause werent legitimate nah turkishcypriot curves brazilian want wants affiliate cheap still hit chick like yo borrow netflix feminist think sexist twistin words think dyslexic give space intergalactic give insta password give pin amex huh alright stainless steel platinum dinner table manners huh tshirt tucked napkin still loading thats caption amounted minimal fraction eat good indigestion bare snow hood aspen get rid pain aspirin dave came aston makin maybach music theyre tryna insult intelligence sometimes may act stupid never went uni campus sellin cocaine students let drumstick beat somethin leak playin exclusives take look diamonds wrong life squintin stare bae thick thin already thick halfway brown bad couldnt change mind halfway one hundred meters huh put nine gyal sprinter one hundred eaters wont fit one suv nah sos somebody rescue many gyal manymany gyal last next two weeks huh alright like send address please fire wife beater rock wearin vest man send therapy ecup bra lot chest jamaica oracabess hit lick went cash converters work pawn chess doin talkin less love chillin broke bitches man book one flight theyre impressed g63 car hug like friend twist turns man livin nyash dyin nyash fucked ones worse fucked bags whats whats mine heard girl gold digger true dated ap baby blue papers pink id probably hate ever spent six figures stared bae like look made alright started didnt wait line weird askin blasian one focused asian side jack boys pray get clubs daves inside9embed
First Person Shooter (feat. J. Cole),2023,247,Drake,RapCaviar,person shooter firstperson shooter mode turnin song funeral say us better talkin workin cubicles boys locked knew code lot debatin numeral three two uno numero uno drizzy shit like super bowl man shit damn near big big big big big super bowl difference two guys playin shit studio usually send verses back terrible like twoyearold love dinner fine women start debatin goat like go head say goat goat goat goat bitches really rootin like kid act bad january november cole might also like big big big big super bowl thirsty put beef dissectin words start lookin deep look tweets start suckin teeth lettin rock cause love mystique still get song yb trust everything saw ig diss id make sure hit like caller id namin album fall pretty ironic cause fall still bitch gettin bigger waitin kid come drop like father love argue hardest mc kdot aubrey big three like started league right feel like muhammad ali huh huhhuh muhammad ali one call shit connectin feel like job rhymin biggest mistake spiderman meme lookin drake like recruited homies demon deacons attending wake hate game away bars man shit like prison escape everybody steppers well fuck everybody breakfast clear plate show motion picture blockbuster goat golden pen top toucher spot rusher sprayed whole shit crop duster russia apply pressure cranium coles automatic aimin boy status stadium ayy click shit click woah click shit click woah click hoes make crime scene click trigger stick like high beam man bentley wheel whippin nineteen call number leave hangin drycleaned android messages lime green search one name end seein twenty tings nadine christine justine kathleen charlene pauline claudine man pack phone like sardines send naked pictures small things still takin pictures gulfstream youngins richer rappers stream really hate sellin false dreams man pub sale buy whole thing ever give flowers well course talk cause sore spot boy one boycott told jimmy jam use grammy door stop girl gave head need fuck might eat talkin repeated fuck one away michael beat beat beat beat beat beat beat beat beat beat beat beat beat ayy beat even pay back none favors need it6embed
Lovin On Me,2023,138,Jack Harlow,RapCaviar,like whips chains tie whip lovin baby whip lovin baby vanilla baby choke killer baby twentyeight tellin still baby get love detroit like skilla baby thing boy like whips chains tie whip lovin baby thats right thats right whip lovin baby young jack aka rico like suave young enrique speakin aka shes alpha around boy get quiet round boy hold heard thought boy lied boy goin dumb somethin idiotic boy wearin cheetah print thats bad bе spotted round boy like whips chains tie mе whip lovin baby whip lovin might also like vanilla baby choke killer baby twentyeight tellin still baby get love detroit like skilla baby thing boy like whips chains tie whip lovin baby whip lovin baby young missionary sharp like barbed wire stole heart archived keep short bitch lord farquaad girls front row girls barricade girls waitin day let tongue hang fuck everything came man let go hand everybody suite kickin feet stand bitch dance like whips chains tie guys back waitin next track whip lovin baby cut boy slack whip lovin young jack vanilla baby choke killer baby twentyeight tellin still baby get love detroit like skilla baby thing boy like whips chains tie whip lovin baby thats right thats right whip lovin baby like whips chains tie whip lovin baby whip lovin baby1embed
Loop Hole (feat. 21 Savage),2023,151,Tee Grizzley,RapCaviar,12 contributorsloop hole tay keith fuck hitmaka yo nick papz make slap people done turnt us bosses hahaha hahaha ayy found loophole trappin since youngster fully automatic let punk us fuck bitch treat model like runner bitch free ysl thugs gunners raised get money flip shit like ten ways trap money hungry stack shit ninety days naked bitches room fuckin likе gettin paid rollsroycеs trenches parked front section strict diet hibachi exotic pop rock pass glock ask one top angelino top vacuum sealin za introduce bitch goin go head shoot shot throw lamb course dudes block horse run shit sport shoot shit court hatin thats course bum ass poor sponsorin whore money want might also like ayy found loophole trappin since youngster fully automatic let punk us fuck bitch treat model like runner bitch free ysl thugs gunners raised get money flip shit like ten ways trap money hungry stack shit ninety days naked bitches room fuckin like gettin paid rollsroyces trenches parked front section park ferraris ghetto real trapper used reup depos mix indo dollar like creflo say pushin hit care spin block thats easy yall eatin noodles sit eat sashimi say gangster like see ask opps known giving freebies ayy found loophole trappin since youngster fully automatic let punk us fuck bitch treat model like runner bitch free ysl thugs gunners raised get money flip shit like ten ways trap money hungry stack shit ninety days naked bitches room fuckin like gettin paid rollsroyces trenches parked front section 8embed
